geoname_id	name	preferred	historic	from	to
519473	Новая Таволжанка	1	0
519493	Новая Слобода	1	0
519690	Новая Голландия	1	0
520278	Нижняя Павловка	1	0
520302	Нижнемостовая	1	0
520555	Нижний Новгород	1	0
520574	Нижний Ломов	1	0
520642	Нижние Вязовые	1	0
520686	Нижние Осельки	1	0
520955	Нижнее Казанище	1	0
521208	Борки	1	0
521408	Никулино	1	0
521509	Никольское	1	0
521814	Николо-Березовка	1	0
521823	Николенское	1	0
521882	Феофилова Пустынь	1	0
522080	Никола-Ленивец	1	0
522102	Никитская слобода	1	0
522107	Никитск	1	0
522182	Никитино	1	0
522646	Нёнокса	1	0
522776	Нелидово	1	0
522803	Некрасовский	1	0
523064	Назрань	1	0
523090	Назарьево	1	0
523286	Натальино	1	0
523393	Нарядова	1	0
523443	Нариманов	1	0
523519	Налеткино	1	0
523520	Налеткино	1	0
523523	Нальчик	1	0
523560	Нагутское	1	0
523655	Надтеречное	1	0
523713	Надежда	1	0
523713	Шолта́к	0	1
523750	Набережные Челны	1	0
523811	Мытищи	1	0
523869	Мышетское	1	0
523990	Мякса	1	0
524113	Муцалаул	1	0
524299	Мурмаши	1	1
524305	Мурманск	1	0
524473	Мумра	1	0
524504	Мулино	1	0
524690	Мозолево-1	1	0
524769	Моторное	1	0
524901	Москва	1	0
524998	Мошково-Никольское	1	0
525105	Гряды	1	0
525138	Моршанск	1	0
525391	Пихтовое	1	0
525427	Монастырщино	1	0
525730	Мокрище	1	0
525988	Мшинская	1	0
526035	Митяево	1	0
526199	Мишутино	1	0
526315	Миронушка	1	0
526478	Минетское	1	0
526480	Минеральные Воды	1	0
526501	Мийнала	1	0
526651	Михнево	1	0
526968	Михайловка	1	0
527125	Михалёво	1	0
527181	Мичуринское	1	0
527262	Межевое	1	0
527508	Мерево	1	0
527628	Мелогора	1	0
528537	Матвеева Сельга	1	0
528562	Матросы	1	0
528704	Маслово	1	0
528741	Маслова Пристань	1	0
528908	Марьино	1	0
528919	Марушкино	1	0
528961	Мартыново	1	0
529001	Марциальные Воды	1	0
529205	Маришкино	1	0
529231	Марьино Село	1	0
529367	Марфино	1	0
529444	Манюки	1	0
529700	Мамасево	1	0
529907	Лазарево	1	0
529981	Малые Вязёмы	1	0
530196	Малые Дербеты	1	0
530314	Малышево	1	0
530326	Малышево	1	0
530708	Малое Козино	1	0
530791	Чубалово	1	0
530994	Малка	1	1
531318	Талинка	1	0
531426	Малая Пурга	1	0
531691	Малая Дубна	1	0
531809	Малахово	1	0
531942	Максимова Гора	1	0
531943	Максимова Гора	1	0
531992	Макеево	1	0
532133	Макарьево	1	0
532275	Петровка	1	0
532290	Магнитный	1	0
532485	Любовшо	1	0
532979	Лядины-Гавриловская	1	0
533067	Лужники	1	0
533082	Лужки	1	0
533254	Луостари	1	0
533270	Луньшино	1	0
533377	Лукьяново	1	0
533400	Лукоянов	1	0
533418	Луковецкий	1	0
533484	Лукино	1	0
533594	Луговое	1	0
533899	Ложголово	1	0
533964	Лоухи	1	0
533975	Лотошино	1	0
534334	Ломоносово	1	0
534561	Лодейное	1	0
535121	Липецк	1	0
535185	Лиинахамари	1	0
535254	Лиховской	1	0
535322	Лидь	1	0
535334	Льгов	1	0
535366	Лежнево	1	0
535670	Лесогорский	1	0
535730	Лесное	1	0
535778	Лесная Поляна	1	0	1965
535806	Лесколово	1	0
535992	Леониха	1	0
536164	Царицыно	1	0
536209	Ленинаул	1	0
536249	Лемовжа	1	0
536344	Лехтомяки	1	0
536378	Новостройка	1	0
536465	Лебяжье	1	0
536601	Лазаревка	1	0
536625	Лазаревское	1	0
536647	Лазарево	1	0
536648	Лазаревка	1	0
536650	Лазаревичи	1	0
536906	Ларево	1	0
536984	Лапландия	1	0
537103	Лакомая Буда	1	0
537129	Лахта	1	0
537158	Лаишево	1	0
537215	Ладвуши	1	0
537345	Дугулубгей	1	0
537346	Кызбурун Первый	1	0
537361	Соловьёво	1	0
537508	Кяхулай	1	0
537534	Квашёнки	1	0
537601	Кузово	1	0
537604	Кузомень	1	0
537695	Кузнецово	1	0
537794	Кузьминское	1	0
537992	Куйвози	1	0
538368	Кушнарёнково	1	0
538416	Кущёвская	1	0
538469	Курята	1	0
538478	Курьяново	1	0
538582	Курсавка	1	0
538725	Куркиеки	1	0
538773	Курилово	1	0
538913	Курчалой	1	0
538937	Курба	1	0
538992	Кураховка	0	0
539221	Кумылженская	1	1
539278	Кумин Бор	1	0
539578	Кулары	1	0
539632	Кукуй	1	0
539684	Кукобой	1	0
539689	Кукмор	1	0
539769	Кугушево	1	0
539817	Кудымкар	1	0
540259	Крым	1	0
540389	Крутое	1	0
540546	Крутая Гора	1	0
540578	Крусаново	1	0
540607	Большие Крупели	1	0
540750	Крошнозеро	1	0
540771	Кронштадт	1	0
540790	Крохино	1	0
541235	Кременки	1	0
541380	Красная Поляна	1	1
541446	Красный Профинтерн	1	0	1945
541796	Красные Баки	1	0
542070	Красное	1	0
542109	Красное	1	0
542186	Красновидово	1	0
542279	Красноозёрное	1	0
542284	Алхасты	1	0
542366	Красногорский	1	0
542375	Красногорский	1	0
542378	Красногородск	1	0
542397	Краснофлотское	1	0
542435	Красноармейское	1	0
542461	Полтавская	1	0
542709	Красная Ляга	1	0
542765	Красная Горка	1	0
542867	Красиненково	1	0
543336	Кожаково	1	0
543339	Кожаки	1	0
543368	Новое Токсово	1	0
543394	Койгуши	1	0
543467	Ковригино	1	0
543469	Ковригино	1	0
543972	Кстинино	1	0
543989	Костёнки	1	0
544327	Коржовка-Голубовка	1	0
544385	Корвала	1	0
544400	Кортиха	1	0
544404	Корталы-Усадище	1	0
544535	Коровино	1	0
544694	Королёв	1	0
544749	Коробище	1	0
544813	Корна	1	0
544830	Кормежка	1	0
544906	Коренево	1	0
545000	Кораблино	1	0
545129	Копорье	1	0
545261	Контиолахти	1	0
545277	Константиновск	1	0
545485	Коневица	1	0
545488	Конёв Бор	1	0
545585	Кондратьево	1	0
545680	Комякино	1	0
545690	Комсомольское	1	0
545727	Комсомольский	1	0
545736	Комсомольск	1	0
545775	Коммунары	1	0
546060	Колтубановский	1	0
546105	Колпино	1	0
546213	Янино-1	1	0
546230	Коломна	1	0
546299	Колодкино	1	0
546606	Кокошкино	1	0
547019	Кобона	1	0
547094	Княжево	1	0
547308	Ключевое	1	0
547453	Клишино	1	0
547560	Климовск	1	0
547565	Климово	1	0
547595	Климовск	1	0
547631	Климотино	1	0
547721	Клещёвка	1	0
547772	Кленно	1	0
547938	Кивуя	1	0
548113	Кисловодская	1	0
548147	Кискелово	1	0
548407	Тхагапш	1	0
548643	Киндасово	1	0
548649	Кимжа	1	0
548695	Кильмезь	1	0
548740	Преображенская	1	0
548781	Кидекша	1	0
548890	Хвойная	1	0
549132	Сорокино	1	0
549232	Христово	1	0
549300	Храброво	1	0
549302	Храброво	1	0
549322	Ховрино	1	0
549373	Хотьково	1	0
549435	Хоседа-Хард	1	0
549485	Хорошово	1	0
549542	Хорей-Вер	1	0
549586	Хомяково	1	0
549741	Холмская	1	0
549968	Хмелита	1	0
550235	Хирвости	1	0
550280	Химки	1	0
550309	Хийтола	1	0
550330	Кубенское	1	0
550466	Хатанки	1	0
550470	Красное	1	0
550708	Ханская	1	0
550844	Хаджалмахи	1	0
550982	Бондари	1	0
551049	Кербуково	1	0
551438	ст. Казанская	1	1	1800
551729	Катыр-Юрт	1	0
551732	Катынь	1	0
551798	Каташин	1	0
551824	Новокасторное	1	0
551846	Лагань	1	0
551883	Косинов	1	0
552053	Корякино	1	0
552177	Карповская	1	0
552500	Каргалинская	1	0
552821	Каралат	1	0
552920	Карачев	1	0
553092	Кантышево	1	0
553190	Кандалакша	1	0
553203	Канаевка	1	0
553399	Каменск-Шахтинский	1	0
553518	Каменногорск	1	0
553553	Каменное Тяжино	1	0
553613	Каменка	1	0
553669	Каменка	1	0
553884	Калязин	1	0
554039	Калитки	1	0
554233	Королёв	1	0
554284	Калинетское	1	0
554410	Калач	1	0
554668	Кабардинка	1	0
554720	Извоз	1	0
554776	Износки	1	0
554785	Измайлово Второе	1	0
554831	Ижма	1	0
555135	Ивановское	1	0
555260	Ивановское	1	0
555900	Иске-Рязап	1	0	1958
555984	Ишеевка	1	0
556044	Исавицы	1	0
556159	Ирогощи	1	0
556198	Ирганай	1	0
556258	Ионино	1	0
556268	Островной	1	0
556320	Иноземцево	1	0
556343	Лиственное	1	0
556820	Имени Девятого Января	1	0
557056	Илишево	1	0
557110	Ильинское	1	0
557239	Ильинская	1	0
557276	Ильичево	1	0
557335	Илекинская	1	0
557452	Игумново	1	0
557524	Игнатово	1	0
557706	Гвардейское	1	0
558066	Гулькевичи	1	0
558384	Грушевская	1	0
